Year,Scenario,Group,Metric,Value,% Reduction vs S0 (group)
2039,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.926615745231044,0.0
2040,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9245040654503063,0.0
2041,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9223923856695686,0.0
2042,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.920280705888831,0.0
2043,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.918169026108093,0.0
2044,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9160573463273554,0.0
2045,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9139456665466177,0.0
2046,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.91183398676588,0.0
2047,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9097223069851423,0.0
2048,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9076106272044047,0.0
2049,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.905498947423667,0.0
2050,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9033872676429293,0.0
2002,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2003,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.39,0.0
2004,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2005,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2006,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2007,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.355,0.0
2008,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2009,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.34,0.0
2010,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2011,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2012,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.3675,0.0
2013,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2014,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2015,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2016,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.3525,0.0
2017,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.3425,0.0
2018,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.33,0.0
2019,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.32,0.0
2020,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.3125,0.0
2021,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.982,0.0
2022,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),2.2925,0.0
2023,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9604026217228465,0.0
2024,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9582909419421088,0.0
2025,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9561792621613712,0.0
2026,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9540675823806335,0.0
2027,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9519559025998958,0.0
2028,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9498442228191581,0.0
2029,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9477325430384202,0.0
2030,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9456208632576826,0.0
2031,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.943509183476945,0.0
2032,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9413975036962072,0.0
2033,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.93928582391547,0.0
2034,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9371741441347323,0.0
2035,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9350624643539946,0.0
2036,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.932950784573257,0.0
2037,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9308391047925193,0.0
2038,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9287274250117816,0.0
2039,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.926615745231044,0.0
2040,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9245040654503063,0.0
2041,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9223923856695686,0.0
2042,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.920280705888831,0.0
2043,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.918169026108093,0.0
2044,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9160573463273554,0.0
2045,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9139456665466177,0.0
2046,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.91183398676588,0.0
2047,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9097223069851423,0.0
2048,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9076106272044047,0.0
2049,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.905498947423667,0.0
2050,S1 (Net-zero policy),Vans,Energy Intensity (MJ/t·km),1.9033872676429293,0.0
2002,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2003,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.39,0.0
2004,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2005,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2006,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2007,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.355,0.0
2008,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2009,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.34,0.0
2010,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2011,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2012,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.3675,0.0
2013,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2014,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2015,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2016,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.3525,0.0
2017,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.3425,0.0
2018,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.33,0.0
2019,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.32,0.0
2020,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.3125,0.0
2021,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.982,0.0
2022,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),2.2925,0.0
2023,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9604026217228465,0.0
2024,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9582909419421088,0.0
2025,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9561792621613712,0.0
2026,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9540675823806335,0.0
2027,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9519559025998958,0.0
2028,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9498442228191581,0.0
2029,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9477325430384202,0.0
2030,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9456208632576826,0.0
2031,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.943509183476945,0.0
2032,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9413975036962072,0.0
2033,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.93928582391547,0.0
2034,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9371741441347323,0.0
2035,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9350624643539946,0.0
2036,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.932950784573257,0.0
2037,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9308391047925193,0.0
2038,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9287274250117816,0.0
2039,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.926615745231044,0.0
2040,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9245040654503063,0.0
2041,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9223923856695686,0.0
2042,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.920280705888831,0.0
2043,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.918169026108093,0.0
2044,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9160573463273554,0.0
2045,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9139456665466177,0.0
2046,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.91183398676588,0.0
2047,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9097223069851423,0.0
2048,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9076106272044047,0.0
2049,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.905498947423667,0.0
2050,S2 (Fuel switch – HGV→HVO),Vans,Energy Intensity (MJ/t·km),1.9033872676429293,0.0
2002,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2003,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.39,0.0
2004,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2005,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2006,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2007,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.355,0.0
2008,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2009,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.34,0.0
2010,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2011,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2012,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.3675,0.0
2013,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2014,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2015,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2016,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.3525,0.0
2017,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.3425,0.0
2018,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.33,0.0
2019,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.32,0.0
2020,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.3125,0.0
2021,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.982,0.0
2022,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),2.2925,0.0
2023,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.9604026217228465,0.0
2024,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.9582909419421088,0.0
2025,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.9185604301967294,1.9230769230769273
2026,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.8789111369044553,3.8461538461538436
2027,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.8393430620652864,5.769230769230771
2028,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.799856205679223,7.692307692307687
2029,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.7604505677462645,9.615384615384615
2030,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.7211261482664115,11.538461538461542
2031,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.681882947239664,13.461538461538458
2032,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.6427209646660215,15.384615384615385
2033,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.6036402005454846,17.307692307692314
2034,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.5646406548780531,19.23076923076923
2035,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.5257223276637264,21.153846153846157
2036,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.4868852189025052,23.076923076923084
2037,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.4481293285943895,25.0
2038,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.4094546567393789,26.923076923076927
2039,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.3708612033374734,28.846153846153854
2040,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.3323489683886736,30.76923076923077
2041,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.2939179518929789,32.692307692307686
2042,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.2555681538503896,34.61538461538461
2043,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.2172995742609052,36.53846153846154
2044,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.1791122131245264,38.46153846153846
2045,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.1410060704412528,40.38461538461539
2046,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.1029811462110846,42.307692307692314
2047,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.0650374404340217,44.230769230769226
2048,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),1.027174953110064,46.15384615384615
2049,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),0.9893936842392116,48.07692307692308
2050,S3 (Van electrification),Vans,Energy Intensity (MJ/t·km),0.9516936338214647,50.0
2002,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2003,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.39,0.0
2004,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2005,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2006,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2007,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.355,0.0
2008,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2009,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.34,0.0
2010,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2011,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2012,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.3675,0.0
2013,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2014,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2015,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2016,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.3525,0.0
2017,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.3425,0.0
2018,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.33,0.0
2019,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.32,0.0
2020,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.3125,0.0
2021,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.982,0.0
2022,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),2.2925,0.0
2023,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.9604026217228465,0.0
2024,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.9582909419421088,0.0
2025,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.9185604301967294,1.9230769230769273
2026,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.8789111369044553,3.8461538461538436
2027,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.8393430620652864,5.769230769230771
2028,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.799856205679223,7.692307692307687
2029,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.7604505677462645,9.615384615384615
2030,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.7211261482664115,11.538461538461542
2031,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.681882947239664,13.461538461538458
2032,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.6427209646660215,15.384615384615385
2033,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.6036402005454846,17.307692307692314
2034,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.5646406548780531,19.23076923076923
2035,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.5257223276637264,21.153846153846157
2036,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.4868852189025052,23.076923076923084
2037,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.4481293285943895,25.0
2038,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.4094546567393789,26.923076923076927
2039,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.3708612033374734,28.846153846153854
2040,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.3323489683886736,30.76923076923077
2041,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.2939179518929789,32.692307692307686
2042,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.2555681538503896,34.61538461538461
2043,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.2172995742609052,36.53846153846154
2044,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.1791122131245264,38.46153846153846
2045,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.1410060704412528,40.38461538461539
2046,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.1029811462110846,42.307692307692314
2047,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.0650374404340217,44.230769230769226
2048,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),1.027174953110064,46.15384615384615
2049,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),0.9893936842392116,48.07692307692308
2050,S4 (Combined high-impact),Vans,Energy Intensity (MJ/t·km),0.9516936338214647,50.0
